,employee_id,age,gender,marital_status
4211,114638,28,Male,Unmarried
4212,108720,23,Female,Unmarried
4213,117405,23,Female,Unmarried
4214,112182,37,Male,Married
4215,115143,50,Male,Married
4216,106841,35,Male,Married
4217,118462,28,Male,Unmarried
4218,108550,22,Male,Unmarried
4219,105143,54,Male,Married
4220,128313,24,Female,Unmarried
4221,112179,38,Male,Married
4222,118376,33,Male,Married
4223,105955,33,Male,Married
4224,111813,23,Female,Unmarried
4225,102334,24,Male,Unmarried
4226,105726,24,Female,Unmarried
4227,118254,54,Male,Married
4228,103297,27,Male,Unmarried
4229,126534,24,Female,Unmarried
4230,103940,46,Female,Married
4231,101367,25,Female,Unmarried
4232,111291,24,Female,Unmarried
4233,103192,41,Male,Married
4234,110580,42,Male,Married
4235,102235,25,Male,Unmarried
4236,118128,28,Male,Unmarried
4237,105461,26,Male,Unmarried
4238,105900,24,Female,Unmarried
4239,108714,37,Female,Married
4240,119065,49,Male,Married
4241,102219,25,Male,Unmarried
4242,112021,44,Female,Married
4243,118329,57,Male,Married
4244,116608,26,Male,Unmarried
4245,108629,27,Male,Unmarried
4246,113881,25,Female,Unmarried
4247,115863,36,Female,Married
4248,110179,25,Male,Unmarried
4249,119718,36,Male,Married
4250,126406,25,Female,Unmarried
4251,115181,24,Male,Unmarried
4252,118824,24,Female,Unmarried
4253,104517,52,Female,Married
4254,123722,23,Female,Unmarried
4255,108150,43,Male,Married
4256,108738,32,Female,Married
4257,110783,53,Male,Married
4258,117239,25,Male,Unmarried
4259,109514,23,Male,Unmarried
4260,105953,29,Male,Unmarried
4261,119053,26,Female,Married
4262,111784,22,Male,Unmarried
4263,114678,27,Male,Unmarried
4264,116897,22,Female,Unmarried
4265,110620,27,Female,Married
4266,101123,37,Male,Married
4267,125354,22,Female,Unmarried
4268,113941,22,Male,Unmarried
4269,103789,38,Male,Married
4270,103376,43,Male,Married
4271,111967,36,Male,Married
4272,111423,25,Female,Unmarried
4273,118829,22,Female,Unmarried
4274,112674,23,Male,Unmarried
4275,116048,23,Female,Unmarried
4276,115052,25,Female,Unmarried
4277,103334,26,Male,Unmarried
4278,114957,24,Female,Unmarried
4279,105793,24,Female,Unmarried
4280,139911,36,Female,Married
4281,108190,23,Female,Unmarried
4282,124571,24,Female,Unmarried
4283,109312,23,Male,Unmarried
4284,103926,22,Male,Unmarried
4285,118261,23,Male,Unmarried
4286,108689,27,Male,Unmarried
4287,101968,23,Female,Unmarried
4288,115107,25,Male,Unmarried
4289,136224,22,Female,Unmarried
4290,115330,48,Male,Married
4291,112458,33,Male,Married
4292,107311,26,Male,Unmarried
4293,105217,24,Female,Unmarried
4294,119581,27,Male,Unmarried
4295,117360,24,Female,Unmarried
4296,109283,36,Male,Married
4297,105051,34,Male,Married
4298,105673,42,Female,Married
4299,110157,24,Female,Unmarried
4300,100817,27,Male,Unmarried
4301,102205,46,Male,Married
4302,114068,23,Female,Unmarried
4303,117417,36,Male,Married
4304,109782,42,Male,Married
4305,102373,25,Male,Unmarried
4306,110465,42,Male,Married
4307,111599,51,Male,Married
4308,104236,25,Male,Unmarried
4309,116315,22,Female,Unmarried
4310,103214,38,Male,Married
4311,129745,22,Female,Unmarried
4312,118591,55,Male,Married
4313,143740,34,Female,Married
4314,101287,22,Male,Unmarried
4315,107845,29,Male,Unmarried
4316,119119,41,Male,Married
4317,103845,22,Male,Unmarried
4318,102225,53,Male,Married
4319,115956,26,Male,Unmarried
4320,109101,33,Male,Married
4321,116251,22,Female,Unmarried
4322,107112,55,Male,Married
4323,103631,30,Male,Married
4324,117450,44,Male,Married
4325,117395,25,Male,Unmarried
4326,146288,48,Female,Married
4327,115116,34,Male,Married
4328,114640,26,Male,Unmarried
4329,112667,53,Male,Married
4330,100505,29,Male,Unmarried
4331,118877,24,Female,Unmarried
4332,147757,41,Male,Married
4333,117852,27,Female,Married
4334,112662,24,Female,Unmarried
4335,121717,38,Female,Married
4336,130216,35,Male,Married
4337,127600,22,Female,Unmarried
4338,102154,37,Male,Married
4339,111981,43,Female,Married
4340,117244,26,Male,Unmarried
4341,107521,48,Male,Married
4342,101956,25,Female,Unmarried
4343,116163,27,Male,Unmarried
4344,115221,33,Male,Married
4345,117877,30,Male,Married
4346,107121,31,Male,Married
4347,125108,25,Female,Unmarried
4348,113152,37,Male,Married
4349,111786,22,Female,Unmarried
4350,108571,52,Male,Married
4351,117693,51,Male,Married
4352,118243,41,Male,Married
4353,110061,25,Female,Unmarried
4354,101527,22,Male,Unmarried
4355,124251,24,Female,Unmarried
4356,104674,35,Male,Married
4357,113373,26,Male,Unmarried
4358,119997,39,Male,Married
4359,110127,27,Male,Unmarried
4360,105621,22,Female,Unmarried
4361,109584,26,Female,Married
4362,105916,52,Female,Married
4363,115832,24,Male,Unmarried
4364,117980,27,Male,Unmarried
4365,113593,23,Male,Unmarried
4366,109450,23,Female,Unmarried
4367,108291,36,Female,Married
4368,128504,25,Female,Unmarried
4369,111637,50,Male,Married
4370,119174,23,Female,Unmarried
4371,108736,29,Female,Married
4372,102621,39,Male,Married
4373,147875,28,Female,Unmarried
4374,101581,45,Male,Married
4375,113087,51,Male,Married
4376,103596,54,Female,Married
4377,127340,54,Female,Married
4378,119992,44,Male,Married
4379,104211,30,Female,Married
4380,107259,24,Male,Unmarried
4381,111125,29,Male,Unmarried
4382,100751,22,Female,Unmarried
4383,106405,39,Male,Married
4384,107263,25,Female,Unmarried
4385,107702,46,Male,Married
4386,104817,22,Male,Unmarried
4387,110832,25,Male,Unmarried
4388,100506,22,Female,Unmarried
4389,109904,25,Male,Unmarried
4390,112242,27,Male,Unmarried
4391,109114,50,Male,Married
4392,148550,34,Female,Married
4393,110607,23,Female,Unmarried
4394,121181,22,Female,Unmarried
4395,112195,22,Female,Unmarried
4396,126561,22,Female,Unmarried
4397,107161,41,Female,Married
4398,108425,42,Male,Married
4399,113487,47,Male,Married
4400,128194,22,Female,Unmarried
4401,107211,51,Male,Married
4402,115342,37,Male,Married
4403,107536,29,Male,Unmarried
4404,115858,35,Male,Married
4405,117035,25,Female,Unmarried
4406,104695,25,Male,Unmarried
4407,103843,32,Male,Married
4408,101914,48,Male,Married
4409,100924,41,Male,Married
4410,105093,31,Male,Married
4411,101398,44,Male,Married
4412,102303,25,Male,Unmarried
4413,100517,26,Male,Unmarried
4414,107765,26,Male,Unmarried
4415,116867,36,Male,Married
4416,110256,30,Male,Married
4417,103007,28,Male,Unmarried
4418,105067,29,Male,Unmarried
4419,118381,24,Female,Unmarried
4420,109850,35,Male,Married
4421,104052,23,Female,Unmarried
4422,113364,25,Male,Unmarried
4423,107811,31,Male,Married
4424,115840,51,Female,Married
4425,111286,22,Female,Unmarried
4426,118797,28,Male,Unmarried
4427,103507,32,Male,Married
4428,113996,24,Male,Unmarried
4429,115396,23,Male,Unmarried
4430,100221,47,Male,Married
4431,113872,25,Male,Unmarried
4432,113308,22,Female,Unmarried
4433,117505,53,Male,Married
4434,108783,36,Male,Married
4435,115089,50,Male,Married
4436,102807,50,Male,Married
4437,116070,29,Male,Unmarried
4438,119020,54,Male,Married
4439,105592,25,Female,Unmarried
4440,110642,27,Male,Unmarried
4441,111817,22,Male,Unmarried
4442,111542,29,Male,Unmarried
4443,118423,36,Male,Married
4444,125473,32,Female,Married
4445,115486,26,Male,Unmarried
4446,112695,24,Male,Unmarried
4447,115470,31,Male,Married
4448,114216,31,Female,Married
4449,115961,22,Male,Unmarried
4450,115722,57,Male,Married
4451,101022,27,Male,Unmarried
4452,113965,42,Male,Married
4453,118253,25,Male,Unmarried
4454,114618,23,Male,Unmarried
4455,116793,25,Female,Unmarried
4456,115093,38,Male,Married
4457,110706,29,Male,Unmarried
4458,116423,51,Male,Married
4459,114188,46,Male,Married
4460,111743,33,Female,Married
4461,112577,54,Male,Married
4462,110017,22,Male,Unmarried
4463,102475,27,Female,Married
4464,100202,23,Female,Unmarried
4465,107825,26,Female,Married
4466,118402,32,Female,Married
4467,118347,50,Male,Married
4468,120461,47,Female,Married
4469,103430,25,Female,Unmarried
4470,120909,49,Female,Married
4471,100455,27,Male,Unmarried
4472,122628,25,Female,Unmarried
4473,103708,43,Male,Married
4474,100344,23,Male,Unmarried
4475,107888,25,Male,Unmarried
4476,139857,37,Female,Married
4477,117539,24,Male,Unmarried
4478,105283,29,Male,Unmarried
4479,107422,23,Female,Unmarried
4480,108487,27,Male,Unmarried
4481,105396,23,Male,Unmarried
4482,103664,28,Male,Unmarried
4483,101212,41,Male,Married
4484,106371,22,Male,Unmarried
4485,124735,25,Female,Unmarried
4486,106110,22,Male,Unmarried
4487,118871,44,Female,Married
4488,110837,22,Female,Unmarried
4489,114685,46,Female,Married
4490,100327,23,Female,Unmarried
4491,102016,27,Male,Unmarried
4492,114593,22,Male,Unmarried
4493,101864,24,Male,Unmarried
4494,114717,27,Male,Unmarried
4495,105047,28,Male,Unmarried
4496,115229,29,Male,Unmarried
4497,100848,48,Male,Married
4498,106986,25,Male,Unmarried
4499,109808,32,Male,Married
4500,109596,28,Male,Unmarried
4501,145339,46,Male,Married
4502,144507,39,Female,Married
4503,102074,22,Male,Unmarried
4504,111102,37,Male,Married
4505,111718,22,Female,Unmarried
4506,102924,46,Male,Married
4507,102112,47,Female,Married
4508,113140,43,Male,Married
4509,114072,33,Male,Married
4510,102443,26,Male,Unmarried
4511,119210,34,Female,Married
4512,100849,27,Male,Unmarried
4513,114044,24,Male,Unmarried
4514,115663,45,Male,Married
4515,117354,23,Male,Unmarried
4516,114580,52,Female,Married
4517,100869,25,Male,Unmarried
4518,105523,41,Male,Married
4519,117264,48,Male,Married
4520,110479,47,Male,Married
4521,112838,41,Male,Married
4522,121283,26,Female,Married
4523,105604,47,Male,Married
4524,119195,26,Male,Unmarried
4525,107053,42,Male,Married
4526,119493,47,Male,Married
4527,111969,33,Male,Married
4528,147925,40,Male,Married
4529,104977,27,Male,Unmarried
4530,117921,27,Male,Unmarried
4531,105920,40,Male,Married
4532,103094,23,Male,Unmarried
4533,118450,23,Female,Unmarried
4534,119818,55,Male,Married
4535,108742,27,Male,Unmarried
4536,103560,36,Female,Married
4537,109609,27,Male,Unmarried
4538,105343,22,Male,Unmarried
4539,104333,33,Male,Married
4540,114364,30,Female,Married
4541,106329,22,Male,Unmarried
4542,117357,33,Male,Married
4543,117913,42,Male,Married
4544,108085,40,Female,Married
4545,106935,45,Male,Married
4546,117876,47,Female,Married
4547,102895,26,Male,Unmarried
4548,101932,27,Male,Unmarried
4549,119711,43,Male,Married
4550,109105,29,Male,Unmarried
4551,119996,24,Male,Unmarried
4552,115673,23,Female,Unmarried
4553,114347,42,Female,Married
4554,109640,23,Male,Unmarried
4555,141112,35,Male,Married
4556,114547,25,Female,Unmarried
4557,104763,23,Female,Unmarried
4558,101572,35,Male,Married
4559,106529,22,Male,Unmarried
4560,118054,29,Male,Unmarried
4561,115678,29,Female,Married
4562,107826,22,Male,Unmarried
4563,114527,26,Male,Unmarried
4564,116198,24,Male,Unmarried
4565,108831,38,Male,Married
4566,108527,40,Male,Married
4567,110777,24,Male,Unmarried
4568,105027,32,Male,Married
4569,110152,30,Male,Married
4570,105226,27,Male,Unmarried
4571,106308,32,Female,Married
4572,115516,25,Female,Unmarried
4573,116578,27,Male,Unmarried
4574,112776,24,Female,Unmarried
4575,123956,52,Female,Married
4576,108623,25,Female,Unmarried
4577,105232,35,Female,Married
4578,105949,29,Male,Unmarried
4579,112657,25,Male,Unmarried
4580,110658,25,Female,Unmarried
4581,118446,23,Female,Unmarried
4582,110890,28,Male,Unmarried
4583,129952,25,Female,Unmarried
4584,109110,31,Female,Married
4585,118821,32,Male,Married
4586,111574,32,Female,Married
4587,119303,53,Female,Married
4588,115817,31,Male,Married
4589,110834,43,Male,Married
4590,141290,33,Female,Married
4591,116585,22,Male,Unmarried
4592,119634,38,Female,Married
4593,102007,23,Female,Unmarried
4594,112973,37,Male,Married
4595,102964,47,Male,Married
4596,116778,43,Female,Married
4597,107028,54,Male,Married
4598,114275,27,Male,Unmarried
4599,102892,22,Female,Unmarried
4600,136014,39,Male,Married
4601,130251,30,Female,Married
4602,104351,48,Male,Married
4603,112432,27,Male,Unmarried
4604,104291,48,Male,Married
4605,113555,32,Female,Married
4606,109341,57,Male,Married
4607,100521,47,Male,Married
4608,112219,40,Female,Married
4609,102409,24,Female,Unmarried
4610,114746,24,Male,Unmarried
4611,119494,43,Male,Married
4612,116548,33,Female,Married
4613,116416,40,Male,Married
4614,117094,36,Male,Married
4615,132758,40,Female,Married
4616,117131,22,Female,Unmarried
4617,118745,36,Male,Married
4618,104302,50,Male,Married
4619,110154,26,Male,Unmarried
4620,136351,47,Female,Married
4621,119066,22,Female,Unmarried
4622,100462,54,Male,Married
4623,119856,26,Male,Unmarried
4624,109047,25,Female,Unmarried
4625,121923,23,Female,Unmarried
4626,106340,34,Male,Married
4627,112861,45,Male,Married
4628,109310,30,Male,Married
4629,105457,23,Male,Unmarried
4630,119010,24,Male,Unmarried
4631,107312,23,Female,Unmarried
4632,119311,24,Female,Unmarried
4633,121175,50,Female,Married
4634,110744,40,Female,Married
4635,122005,24,Female,Unmarried
4636,109667,32,Male,Married
4637,102586,35,Female,Married
4638,119083,23,Female,Unmarried
4639,115144,28,Male,Unmarried
4640,108926,33,Male,Married
4641,115236,23,Female,Unmarried
4642,106492,34,Female,Married
4643,143657,43,Female,Married
4644,108726,22,Female,Unmarried
4645,103663,22,Female,Unmarried
4646,105190,27,Male,Unmarried
4647,118427,46,Male,Married
4648,110574,25,Female,Unmarried
4649,105072,42,Female,Married
4650,100487,33,Male,Married
4651,119973,43,Male,Married
4652,106922,36,Male,Married
4653,108819,45,Male,Married
4654,102285,41,Male,Married
4655,126495,23,Female,Unmarried
4656,104210,29,Male,Unmarried
4657,118550,30,Male,Married
4658,109287,22,Female,Unmarried
4659,123276,24,Female,Unmarried
4660,118092,23,Male,Unmarried
4661,135925,35,Female,Married
4662,112804,46,Male,Married
4663,105087,27,Male,Unmarried
4664,108984,41,Male,Married
4665,110751,23,Male,Unmarried
4666,105643,35,Female,Married
4667,113839,23,Female,Unmarried
4668,108477,42,Male,Married
4669,116564,56,Male,Married
4670,121237,23,Female,Unmarried
4671,119609,23,Male,Unmarried
4672,119218,29,Male,Unmarried
4673,112486,25,Male,Unmarried
4674,104076,24,Female,Unmarried
4675,117857,43,Female,Married
4676,102728,53,Male,Married
4677,103678,54,Male,Married
4678,109214,22,Female,Unmarried
4679,102464,25,Male,Unmarried
4680,109523,30,Male,Married
4681,108144,45,Male,Married
4682,115419,24,Female,Unmarried
4683,101447,37,Male,Married
4684,105670,28,Male,Unmarried
4685,141718,33,Male,Married
4686,106372,51,Female,Married
4687,118917,29,Male,Unmarried
4688,102850,48,Male,Married
4689,103712,36,Female,Married
4690,108895,45,Male,Married
4691,125930,24,Female,Unmarried
4692,102057,51,Female,Married
4693,108708,27,Male,Unmarried
4694,111899,25,Female,Unmarried
4695,102376,23,Female,Unmarried
4696,102069,23,Female,Unmarried
4697,109369,33,Male,Married
4698,115655,51,Male,Married
4699,112798,24,Male,Unmarried
4700,108255,41,Male,Married
4701,102398,24,Male,Unmarried
4702,116252,34,Male,Married
4703,104429,42,Female,Married
4704,106832,29,Male,Unmarried
4705,106504,37,Male,Married
4706,112499,40,Male,Married
4707,117201,38,Female,Married
4708,116207,22,Female,Unmarried
4709,102932,27,Male,Unmarried
4710,115758,31,Female,Married
4711,114846,49,Male,Married
4712,111395,27,Male,Unmarried
4713,117066,27,Male,Unmarried
4714,108769,49,Male,Married
4715,103051,32,Male,Married
4716,111258,26,Male,Unmarried
4717,114758,23,Female,Unmarried
4718,107474,42,Male,Married
4719,113796,24,Male,Unmarried
4720,102221,38,Male,Married
4721,126907,25,Female,Unmarried
4722,102946,42,Female,Married
4723,107172,22,Female,Unmarried
4724,103878,22,Female,Unmarried
4725,113409,23,Male,Unmarried
4726,108635,25,Male,Unmarried
4727,100626,37,Female,Married
4728,108949,23,Female,Unmarried
4729,117554,24,Female,Unmarried
4730,104482,24,Male,Unmarried
4731,119694,22,Male,Unmarried
4732,103765,22,Male,Unmarried
4733,113001,23,Male,Unmarried
4734,105749,25,Male,Unmarried
4735,104338,24,Male,Unmarried
4736,100592,38,Male,Married
4737,104860,44,Female,Married
4738,125346,51,Female,Married
4739,114038,24,Male,Unmarried
4740,117287,28,Male,Unmarried
4741,117869,30,Male,Married
4742,122098,22,Female,Unmarried
4743,103335,22,Female,Unmarried
4744,105881,27,Male,Unmarried
4745,102328,34,Male,Married
4746,113259,52,Male,Married
4747,105117,49,Male,Married
4748,121809,25,Female,Unmarried
4749,112716,22,Female,Unmarried
4750,100695,24,Male,Unmarried
4751,117587,43,Male,Married
4752,107064,22,Female,Unmarried
4753,115991,44,Female,Married
4754,119377,28,Male,Unmarried
4755,109889,45,Female,Married
4756,115372,29,Male,Unmarried
4757,134817,33,Female,Married
4758,112333,39,Male,Married
4759,110802,24,Female,Unmarried
4760,111460,40,Male,Married
4761,106976,54,Male,Married
4762,105410,47,Male,Married
4763,117834,51,Male,Married
4764,112530,42,Female,Married
4765,119622,25,Female,Unmarried
4766,109154,26,Male,Unmarried
4767,118076,29,Male,Unmarried
4768,113680,39,Male,Married
4769,111327,23,Female,Unmarried
4770,103961,23,Male,Unmarried
4771,130305,22,Male,Unmarried
4772,115313,47,Male,Married
4773,118241,27,Male,Unmarried
4774,108821,46,Female,Married
4775,100199,34,Male,Married
4776,117478,22,Male,Unmarried
4777,110181,39,Male,Married
4778,115021,28,Male,Unmarried
4779,103745,41,Male,Married
4780,114877,28,Male,Unmarried
4781,116309,39,Male,Married
4782,126238,36,Female,Married
4783,111298,41,Male,Married
4784,115907,41,Male,Married
4785,115897,40,Male,Married
4786,143971,48,Male,Married
4787,112547,33,Female,Married
4788,107294,27,Male,Unmarried
4789,108508,23,Male,Unmarried
4790,116344,29,Male,Unmarried
4791,100867,28,Male,Unmarried
4792,108116,45,Female,Married
4793,102540,45,Male,Married
4794,144202,28,Female,Unmarried
4795,129985,23,Female,Unmarried
4796,104110,22,Male,Unmarried
4797,113584,25,Female,Unmarried
4798,100648,29,Male,Unmarried
4799,114281,23,Male,Unmarried
4800,101471,38,Male,Married
4801,118438,27,Male,Unmarried
4802,107115,29,Male,Unmarried
4803,118984,25,Male,Unmarried
4804,107678,29,Male,Unmarried
4805,117998,25,Female,Unmarried
4806,115190,52,Male,Married
4807,110145,23,Male,Unmarried
4808,113606,25,Female,Unmarried
4809,118929,42,Male,Married
4810,110270,22,Female,Unmarried
4811,103986,41,Male,Married
4812,119319,23,Female,Unmarried
4813,118109,47,Female,Married
4814,106410,24,Male,Unmarried
4815,106232,47,Female,Married
4816,100131,32,Male,Married
4817,107581,28,Male,Unmarried
4818,116617,29,Male,Unmarried
4819,101050,25,Female,Unmarried
4820,104707,30,Male,Married
4821,110815,39,Male,Married
4822,104145,23,Female,Unmarried
4823,100654,23,Male,Unmarried
4824,102255,25,Male,Unmarried
4825,112992,23,Male,Unmarried
4826,108502,52,Female,Married
4827,108838,50,Male,Married
4828,100941,46,Male,Married
4829,112295,30,Male,Married
4830,110118,23,Female,Unmarried
4831,136828,32,Female,Married
4832,118951,23,Female,Unmarried
4833,103278,24,Male,Unmarried
4834,137060,44,Female,Married
4835,114213,41,Male,Married
4836,117258,26,Male,Unmarried
4837,132628,23,Male,Unmarried
4838,104318,26,Male,Unmarried
4839,117722,28,Male,Unmarried
4840,124070,22,Female,Unmarried
4841,108455,24,Male,Unmarried
4842,116725,28,Male,Unmarried
4843,130201,34,Female,Married
4844,118700,46,Male,Married
4845,111273,26,Female,Married
4846,105140,22,Female,Unmarried
4847,116232,24,Male,Unmarried
4848,104912,22,Male,Unmarried
4849,117220,22,Female,Unmarried
4850,119774,44,Male,Married
4851,107014,29,Male,Unmarried
4852,110074,47,Male,Married
4853,108301,34,Male,Married
4854,142945,33,Female,Married
4855,117052,26,Male,Unmarried
4856,118153,37,Male,Married
4857,114357,36,Male,Married
4858,117990,52,Male,Married
4859,118291,49,Female,Married
4860,100212,23,Female,Unmarried
4861,100579,43,Male,Married
4862,115080,23,Female,Unmarried
4863,116324,26,Male,Unmarried
4864,105209,41,Male,Married
4865,116904,49,Male,Married
4866,147535,49,Male,Married
4867,101796,35,Male,Married
4868,111676,32,Male,Married
4869,115691,22,Female,Unmarried
4870,114683,26,Male,Unmarried
4871,145342,28,Female,Married
4872,114817,24,Male,Unmarried
4873,101876,37,Male,Married
4874,116935,28,Male,Unmarried
4875,129340,25,Female,Unmarried
4876,111843,32,Male,Married
4877,101030,49,Male,Married
4878,114330,31,Male,Married
4879,115371,25,Female,Unmarried
4880,102805,47,Male,Married
4881,129443,22,Female,Unmarried
4882,104520,22,Female,Unmarried
4883,108868,24,Female,Unmarried
4884,117796,25,Female,Unmarried
4885,115091,38,Male,Married
4886,105242,45,Male,Married
4887,100897,37,Male,Married
4888,104827,26,Male,Unmarried
4889,114184,42,Male,Married
4890,108264,24,Male,Unmarried
4891,128811,42,Female,Married
4892,101556,33,Female,Married
4893,114121,51,Male,Married
4894,116572,24,Female,Unmarried
4895,109487,26,Male,Unmarried
4896,100885,23,Female,Unmarried
4897,115705,24,Male,Unmarried
4898,100624,24,Female,Unmarried
4899,119145,29,Male,Unmarried
4900,117468,25,Female,Unmarried
4901,111086,25,Male,Unmarried
4902,101940,49,Male,Married
4903,116963,23,Female,Unmarried
4904,103447,24,Male,Unmarried
4905,102185,38,Male,Married
4906,115344,24,Female,Unmarried
4907,103690,50,Female,Married
4908,115628,22,Female,Unmarried
4909,110468,24,Male,Unmarried
4910,112580,23,Female,Unmarried
4911,118666,50,Male,Married
4912,115910,34,Male,Married
4913,118655,31,Male,Married
4914,105342,29,Male,Unmarried
4915,106339,47,Male,Married
4916,100512,26,Male,Unmarried
4917,104804,32,Male,Married
4918,125133,49,Female,Married
4919,112841,37,Male,Married
4920,102849,24,Female,Unmarried
4921,119839,28,Male,Unmarried
4922,105025,51,Female,Married
4923,104809,43,Female,Married
4924,114380,52,Female,Married
4925,119619,40,Female,Married
4926,119931,38,Male,Married
4927,113889,24,Male,Unmarried
4928,102449,22,Female,Unmarried
4929,110973,46,Male,Married
4930,148170,29,Female,Unmarried
4931,108608,27,Male,Unmarried
4932,105601,46,Male,Married
4933,111269,23,Male,Unmarried
4934,109274,31,Male,Married
4935,116825,49,Male,Married
4936,100150,28,Male,Unmarried
4937,109259,49,Male,Married
4938,124461,53,Female,Married
4939,118724,28,Male,Unmarried
4940,106543,43,Male,Married
4941,101911,36,Male,Married
4942,118035,27,Male,Unmarried
4943,101465,29,Male,Unmarried
4944,116789,44,Female,Married
4945,100657,27,Male,Unmarried
4946,107257,25,Male,Unmarried
4947,113025,24,Male,Unmarried
4948,145549,25,Female,Unmarried
4949,116992,45,Male,Married
4950,106952,26,Male,Unmarried
4951,101271,23,Female,Unmarried
4952,118163,24,Female,Unmarried
4953,119190,22,Male,Unmarried
4954,108732,22,Male,Unmarried
4955,102010,26,Male,Unmarried
4956,119599,42,Male,Married
4957,106981,53,Male,Married
4958,105144,40,Male,Married
4959,115574,34,Male,Married
4960,117696,30,Female,Married
4961,115712,51,Female,Married
4962,108171,23,Female,Unmarried
4963,100984,29,Male,Unmarried
4964,101986,23,Male,Unmarried
4965,112749,22,Female,Unmarried
4966,117092,52,Male,Married
4967,117547,25,Male,Unmarried
4968,125981,25,Female,Unmarried
4969,110829,25,Female,Unmarried
4970,111161,25,Female,Unmarried
4971,119653,45,Male,Married
4972,117277,47,Female,Married
4973,116668,54,Male,Married
4974,110963,50,Female,Married
4975,101172,25,Male,Unmarried
4976,113757,23,Male,Unmarried
4977,112304,33,Male,Married
4978,109119,50,Male,Married
4979,105038,25,Female,Unmarried
4980,115160,22,Female,Unmarried
4981,115613,37,Male,Married
4982,110121,36,Male,Married
4983,107183,45,Male,Married
4984,111204,28,Male,Unmarried
4985,115462,26,Female,Married
4986,119816,28,Male,Unmarried
4987,106699,41,Male,Married
4988,117861,22,Female,Unmarried
4989,115124,57,Male,Married
4990,112645,33,Male,Married
4991,124766,52,Female,Married
4992,108883,23,Female,Unmarried
4993,138095,29,Male,Unmarried
4994,104135,47,Female,Married
4995,109292,24,Male,Unmarried
4996,116412,42,Female,Married
4997,105886,47,Male,Married
4998,108196,23,Female,Unmarried
4999,113691,25,Male,Unmarried
5000,111678,40,Female,Married
5001,101727,24,Female,Unmarried
5002,106422,24,Female,Unmarried
5003,109286,25,Male,Unmarried
5004,108690,35,Male,Married
5005,114384,50,Male,Married
5006,110196,23,Female,Unmarried
5007,106182,53,Male,Married
5008,104591,25,Male,Unmarried
5009,107221,24,Female,Unmarried
5010,102041,48,Female,Married
5011,111471,54,Female,Married
5012,110449,31,Male,Married
5013,113401,51,Male,Married
5014,114449,46,Male,Married
5015,106488,22,Male,Unmarried
5016,110199,42,Male,Married
5017,119157,42,Male,Married
5018,113955,47,Male,Married
5019,115993,28,Male,Unmarried
5020,115179,29,Female,Married
5021,106171,28,Male,Unmarried
5022,128215,22,Female,Unmarried
5023,111822,27,Male,Unmarried
5024,118640,24,Female,Unmarried
5025,106472,22,Female,Unmarried
5026,107593,42,Male,Married
5027,104181,28,Male,Unmarried
5028,109309,52,Male,Married
5029,109573,35,Male,Married
5030,127086,24,Female,Unmarried
5031,103423,23,Female,Unmarried
5032,117835,23,Male,Unmarried
5033,101978,22,Male,Unmarried
5034,108780,22,Female,Unmarried
5035,109548,25,Male,Unmarried
5036,109401,51,Male,Married
5037,106485,29,Male,Unmarried
5038,112929,23,Male,Unmarried
5039,100342,24,Male,Unmarried
5040,102122,35,Male,Married
5041,112368,26,Male,Unmarried
5042,137309,49,Male,Married
5043,132454,46,Male,Married
5044,104335,52,Male,Married
5045,118831,26,Male,Unmarried
5046,115680,48,Male,Married
5047,103764,53,Male,Married
5048,129937,23,Female,Unmarried
5049,119834,39,Male,Married
5050,115013,28,Male,Unmarried
5051,108022,37,Male,Married
5052,130229,49,Female,Married
5053,108321,46,Male,Married
5054,109529,25,Male,Unmarried
5055,105719,46,Male,Married
5056,112874,53,Female,Married
5057,115363,22,Female,Unmarried
5058,107736,25,Female,Unmarried
5059,100359,28,Male,Unmarried
5060,105294,29,Male,Unmarried
5061,117845,23,Female,Unmarried
5062,118508,23,Male,Unmarried
5063,120671,33,Female,Married
5064,109909,23,Male,Unmarried
5065,100518,25,Male,Unmarried
5066,108693,26,Male,Unmarried
5067,115672,36,Male,Married
5068,116583,42,Male,Married
5069,107573,50,Male,Married
5070,112767,27,Male,Unmarried
5071,116601,22,Female,Unmarried
5072,100227,26,Female,Married
5073,118950,28,Male,Unmarried
5074,112267,23,Female,Unmarried
5075,104668,30,Male,Married
5076,114589,50,Male,Married
5077,111295,50,Male,Married
5078,109972,27,Male,Unmarried
5079,106180,48,Male,Married
5080,106221,25,Female,Unmarried
5081,109173,24,Female,Unmarried
5082,104535,33,Male,Married
5083,113668,23,Female,Unmarried
5084,125938,24,Female,Unmarried
5085,116813,26,Male,Unmarried
5086,103242,28,Male,Unmarried
5087,119953,22,Female,Unmarried
5088,127516,25,Female,Unmarried
5089,109377,27,Male,Unmarried
5090,145983,31,Female,Married
5091,100370,37,Female,Married
5092,118790,29,Male,Unmarried
5093,122159,31,Female,Married
5094,110350,23,Female,Unmarried
5095,101054,44,Male,Married
5096,119168,25,Male,Unmarried
5097,116619,29,Male,Unmarried
5098,115564,38,Male,Married
5099,101560,25,Male,Unmarried
5100,128935,25,Female,Unmarried
5101,109724,22,Female,Unmarried
5102,103715,25,Female,Unmarried
5103,117140,50,Male,Married
5104,117662,54,Female,Married
5105,123131,53,Female,Married
5106,117309,23,Male,Unmarried
5107,136191,45,Male,Married
