,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
2137,132.0,D00-SS,,0.444346,2,,low,0.461877,Left,3.0,110260
2138,255.0,D00-SS,,0.756696,5,,medium,0.764008,Employed,4.0,134618
2139,224.0,D00-SS,,0.969172,4,,medium,0.621113,Employed,3.0,103001
2140,138.0,D00-SP,,0.549076,2,,medium,0.358575,Left,3.0,106818
2141,135.0,D00-MT,,,4,,low,0.906965,Employed,2.0,109118
2142,167.0,D00-IT,,0.533313,3,,medium,0.635659,Employed,3.0,101617
2143,218.0,,,0.814408,4,,low,0.664552,Employed,3.0,113530
2144,149.0,D00-SS,1.0,0.660599,5,,medium,0.182769,Employed,7.0,103785
2145,178.0,D00-ENG,1.0,0.80818,3,,low,0.679127,Employed,3.0,104242
2146,186.0,D00-AD,1.0,,3,,medium,0.791057,Employed,2.0,110184
2147,150.0,D00-SP,,0.6831,3,,medium,0.806846,Employed,3.0,117954
2148,244.0,D00-IT,,0.783376,6,,low,0.13564,Left,4.0,119385
2149,76.0,D00-TP,,,2,,medium,,Employed,,113260
2150,263.0,D00-SP,1.0,0.795952,4,,high,0.609727,Employed,3.0,115414
2151,173.0,D00-ENG,,0.505449,2,,medium,0.456388,Employed,3.0,105263
2152,168.0,D00-MN,,0.538402,5,,low,0.714342,Employed,4.0,106764
2153,249.0,D00-ENG,,0.759045,5,,medium,0.787407,Employed,3.0,108282
2154,154.0,D00-SP,,0.483451,2,,low,0.422223,Left,3.0,107444
2155,235.0,D00-MN,,0.918923,5,,low,0.628632,Employed,2.0,119534
2156,186.0,D00-MT,,0.869472,3,,low,0.928443,Employed,2.0,107816
2157,228.0,D00-SS,,0.694791,3,1.0,medium,0.754246,Employed,2.0,113972
2158,231.0,D00-ENG,1.0,0.481397,4,,low,0.778731,Employed,3.0,101238
2159,162.0,D00-SS,,,4,,low,0.526473,Employed,2.0,103324
2160,226.0,D00-ENG,,0.868289,4,,low,0.634556,Employed,2.0,109982
2161,162.0,D00-SS,,0.522772,4,,low,0.675097,Employed,3.0,106977
2162,235.0,D00-AD,,0.821882,6,,low,0.268346,Employed,6.0,117275
2163,216.0,-IT,,0.691996,4,,medium,0.969376,Employed,3.0,115294
2164,177.0,D00-SS,,0.699425,3,,low,0.739744,Employed,2.0,116268
2165,267.0,D00-ENG,,0.957442,3,,low,0.626287,Employed,3.0,110676
2166,286.0,D00-PD,,0.495649,3,,medium,0.687142,Employed,6.0,103131
2167,230.0,D00-PD,,0.644588,4,,medium,0.454053,Employed,3.0,142709
2168,149.0,D00-IT,,0.497357,2,,medium,0.331584,Left,3.0,100757
2169,237.0,D00-SS,,0.626855,4,,medium,0.897318,Employed,2.0,109511
2170,243.0,D00-SS,,0.486367,3,,low,0.526139,Employed,3.0,106213
2171,131.0,D00-SS,,0.541939,2,,medium,0.391756,Left,3.0,111668
2172,237.0,D00-PD,,0.660255,5,,low,0.935783,Employed,4.0,108390
2173,155.0,D00-SS,,0.713418,4,,low,0.944011,Employed,3.0,110929
2174,169.0,D00-MN,,0.728579,4,,medium,0.748627,Employed,10.0,116385
2175,191.0,D00-IT,,0.671346,3,,high,0.599545,Employed,3.0,118491
2176,274.0,D00-ENG,,0.9216,4,,low,0.923817,Left,6.0,101222
2177,228.0,D00-IT,,0.810968,4,,high,0.952958,Employed,4.0,110220
2178,134.0,D00-ENG,,0.54904,2,,medium,0.407307,Left,3.0,102455
2179,231.0,D00-IT,1.0,0.615511,5,,medium,0.237031,Employed,4.0,113071
2180,207.0,D00-MT,,0.599513,3,,medium,0.693813,Employed,3.0,109030
2181,158.0,D00-ENG,,0.67653,4,,medium,0.818874,Employed,3.0,133914
2182,233.0,D00-SS,1.0,0.865322,5,,medium,0.723947,Employed,4.0,117969
2183,170.0,D00-MT,,0.53011,3,,medium,0.988171,Employed,3.0,104800
2184,165.0,D00-SP,1.0,0.892167,3,,low,0.707786,Employed,3.0,102194
2185,257.0,,,0.589713,5,,low,0.886863,Employed,2.0,100649
2186,152.0,D00-FN,1.0,0.58059,3,,low,0.34056,Employed,3.0,101094
2187,161.0,D00-ENG,,,3,,medium,0.688011,Employed,2.0,119686
2188,183.0,D00-FN,,0.948047,5,,high,0.187511,Employed,5.0,111208
2189,234.0,D00-SP,,,3,,medium,0.927017,Employed,2.0,101076
2190,227.0,D00-SP,,0.510067,3,,low,0.824458,Employed,2.0,102356
2191,202.0,D00-ENG,,0.585361,3,,low,0.832171,Employed,2.0,119426
2192,173.0,D00-ENG,,0.484482,5,,medium,0.462348,Employed,5.0,108881
2193,255.0,D00-SS,,0.934755,3,,low,0.245205,Employed,4.0,100433
2194,147.0,D00-SS,,0.532979,3,,medium,0.837743,Employed,3.0,113183
2195,253.0,D00-MT,,1.0,4,,medium,0.550465,Employed,3.0,106246
2196,181.0,D00-SP,,0.877972,2,,low,0.706389,Left,2.0,113887
2197,140.0,D00-SS,,0.612417,4,,low,0.751002,Employed,2.0,117039
2198,191.0,D00-SS,,0.783064,3,,medium,0.96907,Employed,2.0,108122
2199,181.0,D00-ENG,,0.735859,3,,medium,0.637364,Employed,2.0,100712
2200,198.0,,,0.466576,5,,low,0.774784,Employed,3.0,109024
2201,241.0,D00-IT,,0.931031,3,,medium,0.895934,Employed,3.0,104656
2202,209.0,D00-IT,1.0,0.617994,4,,medium,1.0,Employed,8.0,105025
2203,155.0,D00-PD,,0.987076,6,,medium,0.885828,Employed,5.0,114184
2204,195.0,D00-IT,,0.546364,3,,medium,0.950093,Employed,3.0,119470
2205,138.0,D00-ENG,,0.437202,2,,low,0.421664,Left,3.0,103488
2206,253.0,D00-PR,1.0,0.736265,3,,medium,0.76075,Employed,4.0,116978
2207,173.0,D00-SS,1.0,0.929396,4,,low,0.191744,Employed,5.0,118565
2208,256.0,D00-SP,,0.678894,3,,medium,0.920054,Employed,4.0,102801
2209,167.0,D00-SS,,,4,,low,0.743281,Employed,2.0,102475
2210,150.0,D00-FN,,0.761141,3,,medium,0.921788,Employed,2.0,115287
2211,257.0,D00-SP,,0.911288,6,,medium,0.0668001,Left,4.0,115034
2212,209.0,,1.0,0.629526,5,,high,0.599165,Employed,2.0,107612
2213,278.0,D00-MT,,0.814887,6,,medium,0.165085,Left,4.0,110479
2214,267.0,D00-IT,,0.461216,4,,medium,0.507437,Employed,3.0,111890
2215,223.0,D00-IT,,0.766143,3,,low,0.737216,Employed,4.0,111552
2216,252.0,D00-FN,,0.890631,4,,low,1.0,Employed,4.0,117238
2217,158.0,D00-ENG,,0.540869,5,,medium,0.656392,Employed,3.0,109536
2218,228.0,D00-ENG,1.0,0.908835,2,,low,0.61035,Employed,2.0,113106
2219,169.0,D00-SS,,0.560573,4,,low,0.517985,Employed,2.0,107623
2220,257.0,,,0.94514,3,,medium,0.99481,Employed,2.0,115182
2221,184.0,D00-IT,,0.775046,4,,low,0.603754,Employed,8.0,114951
2222,162.0,D00-SS,1.0,0.608649,4,,low,0.60581,Employed,3.0,100444
2223,215.0,D00-SS,,0.80275,5,,low,0.658415,Employed,3.0,105090
2224,175.0,D00-PR,,0.780067,3,,medium,0.797019,Employed,3.0,104410
2225,197.0,D00-SS,,0.415583,3,,medium,0.409754,Employed,2.0,104541
2226,248.0,D00-IT,,0.873299,2,,high,0.471193,Employed,4.0,119511
2227,218.0,D00-ENG,,1.0,5,,medium,0.852321,Left,5.0,105694
2228,219.0,D00-PD,,0.418628,6,,low,1.0,Employed,6.0,116091
2229,174.0,D00-ENG,,0.539115,5,,high,0.207705,Employed,6.0,105088
2230,158.0,D00-SP,,0.785671,2,,high,0.18473,Employed,3.0,106718
2231,237.0,D00-PD,1.0,1.0,2,,low,0.806013,Employed,5.0,104779
2232,214.0,D00-SS,1.0,0.35304,6,,low,0.958111,Employed,5.0,119198
2233,191.0,D00-ENG,,0.881361,3,,low,0.711844,Employed,4.0,102399
2234,220.0,D00-SP,,0.898861,3,,low,0.951615,Employed,3.0,115451
2235,273.0,D00-SS,1.0,0.776491,5,,low,0.129816,Employed,4.0,105486
2236,146.0,D00-ENG,,0.912453,4,,medium,0.700237,Employed,2.0,116178
2237,260.0,D00-AD,,1.0,4,,low,0.935526,Left,5.0,101181
2238,125.0,D00-SS,1.0,0.958388,2,,low,0.459487,Employed,4.0,105478
2239,147.0,D00-SS,,0.515221,2,,low,0.47766,Left,3.0,101632
2240,171.0,D00-SS,,0.902849,5,,low,0.900784,Employed,2.0,107661
2241,257.0,D00-ENG,,0.355829,3,,low,0.720743,Employed,3.0,119034
2242,159.0,D00-SS,,0.51357,4,,medium,0.896247,Employed,2.0,109995
2243,145.0,D00-SS,,0.416578,3,1.0,medium,0.679092,Employed,4.0,102090
2244,136.0,D00-SP,,,2,,medium,0.410552,Left,3.0,117897
2245,287.0,D00-SP,,0.49102,5,,medium,0.474611,Employed,5.0,118277
2246,142.0,D00-IT,1.0,,5,,high,0.89411,Employed,2.0,113678
2247,185.0,D00-PD,,,3,,medium,1.0,Employed,3.0,103720
2248,230.0,D00-SS,,0.961628,4,,high,0.574238,Employed,3.0,114743
2249,234.0,D00-MT,,0.962254,5,,medium,0.849574,Left,5.0,106175
2250,253.0,,,,3,,low,0.180917,Employed,3.0,114404
2251,153.0,D00-IT,1.0,0.72014,4,,medium,0.896238,Employed,2.0,111267
2252,291.0,D00-FN,,0.724939,7,,low,0.122867,Left,4.0,117617
2253,149.0,D00-PD,,0.577419,4,,low,0.780035,Employed,3.0,108226
2254,241.0,D00-SS,,0.752904,4,,medium,0.739469,Employed,2.0,113394
2255,148.0,D00-SS,,0.934076,5,,medium,0.966262,Employed,4.0,111662
2256,183.0,D00-SP,,0.695145,3,,medium,0.934994,Employed,3.0,112026
2257,239.0,D00-PD,1.0,,4,,low,0.754946,Employed,3.0,100814
2258,147.0,D00-ENG,1.0,0.513513,3,,low,0.782044,Employed,3.0,115745
2259,264.0,D00-ENG,1.0,,3,,low,0.948785,Employed,3.0,117527
2260,181.0,D00-FN,,0.781527,3,,low,0.584747,Employed,3.0,101903
2261,251.0,D00-ENG,,0.550405,3,,medium,0.603758,Employed,3.0,100634
2262,249.0,D00-SS,,0.639751,5,,medium,0.189245,Employed,4.0,104804
2263,280.0,D00-FN,,0.98136,4,,medium,0.324091,Employed,3.0,118806
2264,156.0,D00-SS,,0.818148,5,,low,0.796573,Employed,2.0,102908
2265,178.0,D00-FN,,0.910805,3,,medium,0.890873,Employed,2.0,108525
2266,259.0,D00-PD,,1.0,5,,low,0.800337,Left,6.0,114332
2267,189.0,D00-IT,1.0,0.526802,5,,low,0.872027,Employed,2.0,114984
2268,255.0,D00-SP,,0.917968,7,,low,0.0813697,Left,4.0,118014
2269,183.0,D00-SS,,0.850204,4,,medium,0.980615,Employed,3.0,110459
2270,137.0,D00-SP,,0.75687,3,,low,0.899503,Employed,2.0,115438
2271,251.0,D00-FN,,0.784794,6,,medium,0.228153,Employed,5.0,105644
2272,198.0,D00-MT,,0.567596,3,,low,0.754253,Employed,2.0,106604
2273,188.0,D00-SS,1.0,0.92548,6,,low,0.481409,Employed,5.0,113644
2274,145.0,D00-SP,,0.477489,2,,low,0.427006,Left,3.0,118128
2275,113.0,D00-MN,,0.557635,6,,high,0.194415,Employed,3.0,104017
2276,273.0,D00-PD,,0.790495,4,,low,0.727838,Employed,4.0,117842
2277,259.0,D00-ENG,1.0,0.740337,4,,low,0.497435,Employed,3.0,119452
2278,146.0,D00-SS,,1.0,4,,medium,0.728462,Employed,3.0,103718
2279,251.0,D00-SS,1.0,1.0,5,,low,0.521451,Employed,2.0,104164
2280,157.0,D00-FN,,0.468994,2,,low,0.48271,Left,3.0,110154
2281,263.0,D00-MN,,0.883814,4,,medium,0.914841,Employed,3.0,116483
2282,271.0,D00-SS,,1.0,6,,low,0.142533,Left,4.0,132198
2283,172.0,,,0.653011,4,,low,0.4378,Employed,2.0,108407
2284,160.0,D00-SS,,0.557679,4,,low,0.683857,Employed,3.0,102578
2285,226.0,D00-ENG,,0.409633,6,,low,0.483574,Employed,2.0,110763
2286,227.0,D00-MN,,,3,,high,0.723287,Employed,3.0,103422
2287,236.0,D00-MT,,0.903568,5,,medium,0.786719,Left,5.0,103213
2288,142.0,,,0.580287,2,,medium,0.456548,Left,3.0,115163
2289,132.0,D00-SP,,0.505625,6,,medium,0.382358,Employed,2.0,106800
2290,186.0,D00-PD,,0.427386,2,,low,0.40874,Employed,2.0,119100
2291,228.0,D00-IT,,0.945516,3,,low,1.0,Employed,4.0,110038
2292,164.0,D00-ENG,,0.48324,3,,high,0.935723,Employed,3.0,105982
2293,225.0,D00-ENG,,0.545167,3,,high,0.510236,Employed,2.0,100395
2294,164.0,D00-IT,,0.739776,3,,low,0.989284,Employed,2.0,109368
2295,262.0,D00-IT,,0.726147,4,,low,0.884824,Employed,2.0,117886
2296,143.0,D00-FN,,0.555532,2,,medium,0.321085,Left,3.0,117979
2297,225.0,D00-PD,,0.744834,6,,low,0.199291,Employed,4.0,103478
2298,252.0,D00-SS,,1.0,5,,high,0.739383,Employed,3.0,115090
2299,260.0,D00-SS,,0.768524,3,,medium,0.810639,Employed,2.0,111653
2300,104.0,D00-SP,1.0,0.412271,2,,medium,0.270801,Employed,3.0,101591
2301,198.0,D00-IT,,0.96346,4,,high,0.570155,Employed,2.0,102296
2302,121.0,D00-MN,,0.823808,5,1.0,high,0.785673,Employed,5.0,111103
2303,181.0,D00-IT,,0.903719,4,,medium,0.558754,Employed,3.0,135307
2304,166.0,D00-ENG,,,4,,low,0.903401,Employed,2.0,107894
2305,161.0,D00-SS,,,4,,medium,0.572473,Employed,3.0,115336
2306,166.0,,,0.55045,4,,low,0.804505,Employed,3.0,112456
2307,262.0,D00-SS,,0.841563,3,,low,0.920358,Employed,2.0,119330
2308,167.0,D00-SP,,0.442697,3,,low,0.39934,Employed,10.0,114460
2309,273.0,D00-ENG,,,4,,low,0.90604,Employed,2.0,112137
2310,167.0,D00-ENG,,0.466937,3,,medium,0.594847,Employed,4.0,101392
2311,271.0,D00-IT,,0.649744,5,,high,0.746781,Employed,2.0,138727
2312,146.0,D00-FN,,0.988838,4,,low,0.892639,Employed,3.0,105888
2313,105.0,D00-SS,,0.413086,6,,low,0.273086,Employed,5.0,116316
2314,151.0,D00-ENG,,0.884805,3,,low,0.608752,Employed,2.0,103807
2315,142.0,D00-SS,,0.55598,3,,low,0.980434,Employed,3.0,101927
2316,245.0,D00-IT,,0.964254,4,,medium,0.894402,Employed,4.0,111322
2317,254.0,D00-SS,1.0,0.994033,5,,low,0.658299,Employed,3.0,114963
2318,183.0,D00-PD,,0.471226,3,,medium,0.400269,Employed,2.0,113532
2319,117.0,D00-MT,,0.523586,4,1.0,medium,0.320722,Employed,10.0,110022
2320,185.0,D00-SS,,0.627186,5,,low,1.0,Employed,3.0,101848
2321,219.0,D00-ENG,,0.924341,3,,low,0.457596,Left,6.0,108972
2322,134.0,,,0.463119,2,,medium,0.434843,Left,3.0,110618
2323,142.0,D00-SP,,0.869936,5,,medium,0.243086,Employed,4.0,105906
2324,137.0,D00-ENG,,0.58892,3,,low,0.737126,Employed,3.0,114800
2325,221.0,D00-ENG,,0.994083,2,,medium,0.94311,Employed,2.0,112417
2326,220.0,D00-SS,1.0,,2,,medium,0.521632,Employed,2.0,113315
2327,220.0,D00-MT,,1.0,4,,medium,0.627343,Employed,10.0,105443
2328,118.0,D00-SP,,0.620914,4,,low,0.562614,Employed,5.0,101854
2329,236.0,D00-SS,,0.58785,4,,low,0.794786,Employed,4.0,119120
2330,142.0,D00-ENG,,0.589188,4,,medium,0.559521,Employed,4.0,119508
2331,223.0,D00-IT,,0.62445,4,,low,0.963443,Employed,10.0,101675
2332,142.0,D00-PD,,0.533894,2,,medium,0.375285,Left,3.0,104887
2333,186.0,D00-IT,,0.560172,3,,medium,0.736063,Employed,3.0,109023
2334,216.0,D00-MN,1.0,0.522611,4,,medium,0.490535,Employed,2.0,111466
2335,208.0,D00-SP,,0.485443,4,,low,0.901824,Employed,3.0,108199
2336,158.0,D00-SS,,0.826368,5,,medium,0.535682,Employed,3.0,119279
2337,182.0,D00-AD,1.0,0.755742,4,,medium,0.635671,Employed,2.0,115507
2338,184.0,D00-SP,,0.507074,4,,high,0.452481,Employed,3.0,106359
2339,252.0,D00-SP,,0.817101,4,,low,0.825119,Employed,4.0,107595
2340,270.0,D00-PD,,,4,,low,0.474943,Employed,3.0,119417
2341,224.0,,,0.740259,3,,low,0.734753,Employed,2.0,102530
2342,137.0,D00-SP,,0.487978,2,,medium,0.485475,Left,3.0,107607
2343,194.0,D00-SS,,0.646755,3,,medium,0.85312,Employed,4.0,114354
2344,142.0,D00-ENG,,0.684452,4,,low,0.637087,Employed,2.0,110783
2345,137.0,D00-IT,,,4,,low,0.795631,Employed,3.0,132952
2346,260.0,D00-SP,1.0,0.526768,4,,medium,0.479804,Employed,2.0,106363
2347,260.0,,,0.740635,6,,medium,0.153633,Left,4.0,115542
2348,184.0,D00-SP,,0.633252,3,,medium,0.83794,Employed,4.0,117244
2349,158.0,D00-ENG,,0.458575,2,,low,0.486964,Left,3.0,109053
2350,234.0,D00-ENG,,0.975186,5,,medium,0.815317,Left,5.0,113316
2351,209.0,D00-SS,,,3,,low,0.795961,Employed,2.0,117682
2352,234.0,D00-SP,,0.759356,4,,low,0.559908,Employed,3.0,106392
2353,260.0,D00-FN,,0.574958,5,,medium,0.823518,Employed,2.0,101572
2354,190.0,D00-MN,1.0,0.623882,4,,low,0.952818,Employed,10.0,113432
2355,209.0,D00-SS,,0.911658,4,,medium,0.754106,Employed,3.0,140433
2356,146.0,D00-SS,,0.558557,2,,low,0.435013,Left,3.0,108827
2357,305.0,D00-ENG,,0.948091,7,,medium,0.0574659,Left,4.0,108767
2358,170.0,D00-PD,,0.713583,3,,low,0.692404,Employed,2.0,111101
2359,183.0,D00-SP,,0.648326,3,,low,0.710762,Employed,4.0,108506
2360,167.0,D00-SP,,0.741527,2,,medium,0.551115,Employed,2.0,117608
2361,97.0,D00-SP,,0.535065,3,,low,0.478771,Employed,4.0,114643
2362,160.0,D00-ENG,,0.580092,2,,low,0.37596,Left,3.0,142435
2363,212.0,D00-SS,,0.753805,6,,low,0.16177,Employed,2.0,106709
2364,268.0,D00-SP,,0.511139,5,,medium,0.645197,Employed,2.0,103439
2365,135.0,D00-SP,,0.504764,2,,low,0.500691,Left,3.0,116533
2366,233.0,D00-SP,,0.550428,3,,low,0.594422,Employed,2.0,104698
2367,111.0,D00-ENG,,0.833206,4,,medium,0.968253,Employed,4.0,108169
2368,238.0,,,,4,,low,0.615124,Left,3.0,115312
2369,224.0,D00-SS,,0.956485,5,,low,0.937564,Left,5.0,101826
2370,220.0,D00-PD,1.0,0.691995,3,,low,0.969011,Employed,2.0,109877
2371,216.0,D00-MN,,0.569889,4,,low,0.986159,Employed,3.0,101388
2372,225.0,D00-ENG,,0.70489,3,,low,0.678004,Employed,3.0,114046
2373,192.0,D00-SS,,0.348324,2,,low,0.512648,Employed,3.0,101723
2374,203.0,D00-IT,,0.56331,5,,low,0.737063,Employed,3.0,100728
2375,264.0,D00-IT,,0.829659,5,,medium,0.938106,Left,5.0,110474
2376,249.0,D00-SP,,0.8067,5,,low,0.810758,Employed,3.0,104398
2377,199.0,D00-FN,,0.973553,4,,medium,0.704475,Employed,4.0,107573
2378,170.0,D00-ENG,,0.528775,5,,high,0.605281,Employed,4.0,114083
2379,259.0,D00-SS,,0.627583,5,,low,0.762133,Employed,3.0,106011
2380,220.0,D00-MN,,,3,,medium,0.931496,Employed,3.0,145549
2381,280.0,-IT,1.0,0.832637,5,,high,0.102249,Employed,3.0,111745
2382,173.0,D00-SP,,,4,,medium,0.635601,Employed,3.0,106789
2383,243.0,D00-FN,1.0,0.576189,4,,low,0.875232,Employed,2.0,113010
2384,274.0,D00-ENG,,0.743448,4,,medium,0.735647,Employed,3.0,110421
2385,163.0,D00-MT,1.0,0.722189,3,,medium,0.74216,Employed,3.0,104797
2386,202.0,D00-SP,,0.561433,5,,high,0.890498,Employed,3.0,103284
2387,144.0,D00-ENG,,0.667755,4,,low,0.710898,Employed,3.0,107247
2388,161.0,D00-SP,,0.644727,5,,medium,0.701919,Employed,3.0,117786
2389,250.0,D00-ENG,,0.562763,4,,low,0.683896,Employed,2.0,119543
2390,120.0,D00-TP,,,2,,medium,,Employed,,101232
2391,253.0,D00-SP,1.0,0.927667,7,,low,0.108562,Left,4.0,119097
2392,228.0,D00-SP,,0.651855,4,,low,0.492897,Employed,3.0,103261
2393,137.0,,,0.455544,5,,medium,0.952488,Employed,3.0,109338
2394,221.0,D00-PD,,,3,,high,0.716659,Employed,3.0,107724
2395,146.0,D00-PD,,0.729614,3,,medium,0.581928,Employed,3.0,115818
2396,289.0,D00-SP,,1.0,6,,medium,0.125243,Left,5.0,111883
2397,291.0,D00-PD,,0.885668,6,,low,0.157136,Left,4.0,108147
2398,215.0,D00-SS,1.0,0.474239,2,,low,0.77022,Employed,2.0,108088
2399,255.0,D00-SS,,0.732852,5,,medium,0.510772,Employed,3.0,109058
2400,245.0,D00-SS,,0.850785,6,,medium,0.225084,Employed,5.0,101809
2401,160.0,D00-SS,,0.804879,3,,medium,0.852932,Employed,3.0,108189
2402,133.0,,,0.870427,3,,medium,0.781342,Employed,2.0,103573
2403,209.0,D00-SP,1.0,0.583212,5,,medium,0.117277,Employed,4.0,109552
2404,256.0,D00-SP,,0.53133,3,,medium,0.87317,Employed,3.0,106945
2405,102.0,D00-ENG,,0.479355,2,,medium,0.406014,Employed,8.0,102825
2406,183.0,,,0.780931,3,,low,0.529792,Employed,3.0,102407
2407,227.0,D00-SS,,0.496982,3,,medium,0.433886,Employed,3.0,118976
2408,272.0,D00-MN,,0.736516,3,,high,0.574822,Employed,8.0,108695
2409,267.0,D00-ENG,,0.499721,5,,medium,0.568023,Employed,3.0,108519
2410,232.0,D00-SS,,0.703559,3,,low,0.257883,Employed,3.0,117041
2411,233.0,D00-SP,,0.49968,5,,medium,0.825578,Employed,2.0,103376
2412,158.0,D00-SS,,0.534455,2,,low,0.459606,Left,3.0,105771
2413,206.0,D00-SS,,0.631199,3,,medium,1.0,Employed,3.0,111150
2414,203.0,D00-SS,,0.818515,5,,medium,0.199286,Employed,5.0,108503
2415,245.0,D00-SS,,0.876316,4,,low,0.751132,Left,6.0,103960
2416,151.0,-IT,,,4,,low,0.774994,Employed,2.0,116778
2417,137.0,D00-SS,,,3,,low,0.915603,Employed,3.0,117160
2418,207.0,D00-SP,,0.817169,3,,low,0.949748,Employed,2.0,116163
2419,173.0,,,0.723365,5,,low,0.534218,Employed,2.0,102116
2420,136.0,D00-SS,,0.746893,4,,medium,0.980936,Employed,2.0,111656
2421,129.0,D00-PR,,0.479052,2,,high,0.541476,Employed,2.0,107344
2422,200.0,D00-ENG,,0.710976,3,,low,1.0,Employed,2.0,100113
2423,97.0,D00-SP,,0.644726,4,,low,0.292609,Employed,2.0,118950
2424,270.0,D00-SP,,0.844786,3,,high,0.642984,Employed,3.0,106233
2425,151.0,D00-SS,,0.609294,4,,high,0.930347,Employed,5.0,109945
2426,156.0,D00-SS,,0.789348,3,,medium,0.491475,Employed,7.0,109846
2427,260.0,D00-SS,,0.880019,4,,low,0.92297,Employed,3.0,109837
2428,166.0,D00-SS,,0.589107,3,,medium,0.946223,Employed,4.0,109081
2429,204.0,D00-SS,,0.694059,4,,low,0.991065,Employed,2.0,112679
2430,264.0,D00-SP,,,2,,low,0.69924,Employed,3.0,100537
2431,144.0,D00-MN,,0.919615,4,,medium,0.541017,Employed,8.0,106969
2432,267.0,D00-PD,,,3,,low,0.773157,Employed,3.0,103911
2433,135.0,D00-AD,,,3,,low,0.890162,Employed,3.0,110628
2434,283.0,D00-ENG,,0.437649,6,,low,0.934438,Employed,2.0,118800
2435,224.0,,,,3,,low,0.864512,Employed,2.0,134805
2436,211.0,D00-PD,,0.831672,4,,low,0.357122,Employed,2.0,100846
2437,218.0,D00-SS,,0.643534,4,,high,0.998499,Employed,3.0,141718
2438,257.0,D00-ENG,,0.753715,5,,medium,1.0,Employed,4.0,100317
2439,257.0,D00-IT,,0.892977,5,,low,0.776322,Left,5.0,107979
2440,243.0,D00-SP,,0.862997,5,,medium,0.685061,Employed,3.0,143564
2441,219.0,,,0.80326,4,,high,0.588242,Employed,2.0,111709
2442,192.0,D00-SS,,0.848069,4,,low,0.16555,Employed,4.0,117642
2443,158.0,D00-ENG,,0.633088,3,,medium,0.632825,Employed,3.0,102589
2444,247.0,D00-ENG,,,3,,high,0.815407,Employed,2.0,112435
2445,202.0,D00-SS,1.0,0.918165,3,,medium,0.631426,Employed,3.0,118894
2446,115.0,D00-FN,,0.505354,3,,low,0.500752,Employed,3.0,108409
2447,132.0,D00-SS,,0.788962,3,,medium,0.801017,Employed,4.0,112216
2448,185.0,D00-PD,,0.45434,5,,medium,0.568616,Employed,4.0,111520
2449,117.0,D00-SS,,0.94866,6,,medium,0.13918,Employed,7.0,119464
2450,199.0,D00-SS,1.0,0.778388,5,,medium,0.967179,Employed,10.0,101610
2451,189.0,D00-ENG,,,4,,low,0.202714,Employed,2.0,115820
2452,258.0,D00-SS,,0.83851,4,,high,0.166666,Employed,4.0,101185
2453,214.0,D00-PD,1.0,0.581543,3,,low,0.648266,Employed,2.0,107836
2454,235.0,D00-IT,,0.735704,5,,medium,0.905812,Employed,4.0,118923
2455,133.0,D00-SP,,0.997096,3,,low,0.674214,Employed,3.0,102681
2456,140.0,D00-MT,,0.565235,3,,low,0.938683,Employed,3.0,107343
2457,217.0,D00-FN,,0.485412,5,,medium,0.243585,Employed,6.0,101228
2458,185.0,D00-MN,,0.772929,6,1.0,high,0.341542,Employed,3.0,100171
2459,98.0,D00-SP,,,3,,medium,0.805295,Employed,3.0,105612
2460,101.0,D00-IT,,0.860071,2,,low,0.621706,Employed,6.0,116600
2461,237.0,,,0.636446,3,,medium,0.649564,Employed,3.0,110852
2462,178.0,D00-SS,,0.691669,6,,low,0.138158,Employed,3.0,109145
2463,257.0,D00-SS,,0.947504,4,,medium,0.586812,Employed,3.0,109434
2464,235.0,D00-SS,,0.760609,4,,medium,0.920799,Employed,6.0,114333
2465,268.0,D00-IT,,0.89976,5,,low,0.923968,Employed,3.0,103879
2466,159.0,D00-PR,,0.35673,2,,low,0.942633,Employed,6.0,110171
2467,259.0,D00-SS,,0.66902,4,,medium,0.881432,Employed,2.0,109286
2468,250.0,D00-SP,,,3,,low,0.732838,Employed,3.0,116611
2469,254.0,D00-FN,,0.654064,3,,medium,0.833949,Employed,3.0,119334
2470,255.0,D00-FN,1.0,0.805909,2,,medium,0.745534,Employed,2.0,110881
2471,142.0,D00-IT,,0.404277,2,,low,0.425878,Left,3.0,117962
2472,212.0,D00-SS,,0.723284,3,,medium,0.185154,Employed,3.0,111247
2473,271.0,D00-SS,,0.638395,6,,low,0.241538,Employed,5.0,112379
2474,226.0,D00-PD,,0.74908,3,,low,0.696681,Employed,3.0,105978
2475,251.0,D00-SS,,0.855926,3,,medium,0.803637,Employed,3.0,111476
2476,193.0,D00-ENG,,0.429441,4,,medium,0.271588,Employed,4.0,109375
2477,130.0,D00-MN,,1.0,5,,high,0.361773,Employed,4.0,114129
2478,130.0,D00-MN,,0.98815,5,,high,0.32062,Employed,4.0,115829
2479,130.0,D00-SP,,0.502868,6,,medium,0.765469,Employed,2.0,112279
2480,164.0,D00-SS,,0.958501,4,,medium,0.590579,Employed,4.0,119823
2481,155.0,,,0.457821,2,,medium,0.403862,Left,3.0,111497
2482,166.0,D00-SS,,0.690285,2,,medium,0.607498,Employed,3.0,114296
2483,263.0,D00-SS,,,4,,high,0.705498,Employed,3.0,113623
