,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id,age,gender,marital_status,dept_id,dept_name,dept_head
2215,228.0,1.0,0.908835,2,,low,0.61035,Employed,2.0,113106,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2216,169.0,,0.560573,4,,low,0.517985,Employed,2.0,107623,28,Female,Married,D00-SS,Sales,Edward J Bayley
2217,257.0,,0.94514,3,,medium,0.99481,Employed,2.0,115182,24,Female,Unmarried,,,
2218,184.0,,0.775046,4,,low,0.603754,Employed,8.0,114951,45,Male,Married,D00-IT,IT,Henry Adey
2219,162.0,1.0,0.608649,4,,low,0.60581,Employed,3.0,100444,43,Female,Married,D00-SS,Sales,Edward J Bayley
2220,215.0,,0.80275,5,,low,0.658415,Employed,3.0,105090,49,Male,Married,D00-SS,Sales,Edward J Bayley
2221,175.0,,0.780067,3,,medium,0.797019,Employed,3.0,104410,29,Male,Unmarried,D00-PR,Procurement,Louie Viles
2222,197.0,,0.415583,3,,medium,0.409754,Employed,2.0,104541,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2223,248.0,,0.873299,2,,high,0.471193,Employed,4.0,119511,27,Male,Unmarried,D00-IT,IT,Henry Adey
2224,218.0,,1.0,5,,medium,0.852321,Left,5.0,105694,54,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2225,219.0,,0.418628,6,,low,1.0,Employed,6.0,116091,40,Male,Married,D00-PD,Product,Darcy Staines
2226,174.0,,0.539115,5,,high,0.207705,Employed,6.0,105088,38,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2227,158.0,,0.785671,2,,high,0.18473,Employed,3.0,106718,22,Female,Unmarried,D00-SP,Support,Amelia Westray
2228,237.0,1.0,1.0,2,,low,0.806013,Employed,5.0,104779,27,Male,Unmarried,D00-PD,Product,Darcy Staines
2229,214.0,1.0,0.35304,6,,low,0.958111,Employed,5.0,119198,36,Male,Married,D00-SS,Sales,Edward J Bayley
2230,191.0,,0.881361,3,,low,0.711844,Employed,4.0,102399,23,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2231,220.0,,0.898861,3,,low,0.951615,Employed,3.0,115451,24,Female,Unmarried,D00-SP,Support,Amelia Westray
2232,273.0,1.0,0.776491,5,,low,0.129816,Employed,4.0,105486,44,Male,Married,D00-SS,Sales,Edward J Bayley
2233,146.0,,0.912453,4,,medium,0.700237,Employed,2.0,116178,24,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2234,260.0,,1.0,4,,low,0.935526,Left,5.0,101181,48,Male,Married,D00-AD,Admin,Evelyn Tolson
2235,125.0,1.0,0.958388,2,,low,0.459487,Employed,4.0,105478,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2236,147.0,,0.515221,2,,low,0.47766,Left,3.0,101632,25,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2237,171.0,,0.902849,5,,low,0.900784,Employed,2.0,107661,42,Female,Married,D00-SS,Sales,Edward J Bayley
2238,257.0,,0.355829,3,,low,0.720743,Employed,3.0,119034,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2239,159.0,,0.51357,4,,medium,0.896247,Employed,2.0,109995,44,Female,Married,D00-SS,Sales,Edward J Bayley
2240,145.0,,0.416578,3,1.0,medium,0.679092,Employed,4.0,102090,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2241,136.0,,,2,,medium,0.410552,Left,3.0,117897,25,Male,Unmarried,D00-SP,Support,Amelia Westray
2242,287.0,,0.49102,5,,medium,0.474611,Employed,5.0,118277,44,Male,Married,D00-SP,Support,Amelia Westray
2243,142.0,1.0,,5,,high,0.89411,Employed,2.0,113678,42,Male,Married,D00-IT,IT,Henry Adey
2244,185.0,,,3,,medium,1.0,Employed,3.0,103720,29,Male,Unmarried,D00-PD,Product,Darcy Staines
2245,230.0,,0.961628,4,,high,0.574238,Employed,3.0,114743,34,Male,Married,D00-SS,Sales,Edward J Bayley
2246,234.0,,0.962254,5,,medium,0.849574,Left,5.0,106175,55,Male,Married,D00-MT,Marketing,Reuben Swann
2247,253.0,,,3,,low,0.180917,Employed,3.0,114404,29,Male,Unmarried,,,
2248,153.0,1.0,0.72014,4,,medium,0.896238,Employed,2.0,111267,23,Male,Unmarried,D00-IT,IT,Henry Adey
2249,291.0,,0.724939,7,,low,0.122867,Left,4.0,117617,44,Male,Married,D00-FN,Finance,Aanchal J
2250,149.0,,0.577419,4,,low,0.780035,Employed,3.0,108226,54,Male,Married,D00-PD,Product,Darcy Staines
2251,241.0,,0.752904,4,,medium,0.739469,Employed,2.0,113394,39,Male,Married,D00-SS,Sales,Edward J Bayley
2252,148.0,,0.934076,5,,medium,0.966262,Employed,4.0,111662,38,Male,Married,D00-SS,Sales,Edward J Bayley
2253,183.0,,0.695145,3,,medium,0.934994,Employed,3.0,112026,29,Male,Unmarried,D00-SP,Support,Amelia Westray
2254,239.0,1.0,,4,,low,0.754946,Employed,3.0,100814,49,Male,Married,D00-PD,Product,Darcy Staines
2255,147.0,1.0,0.513513,3,,low,0.782044,Employed,3.0,115745,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2256,264.0,1.0,,3,,low,0.948785,Employed,3.0,117527,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2257,181.0,,0.781527,3,,low,0.584747,Employed,3.0,101903,26,Male,Unmarried,D00-FN,Finance,Aanchal J
2258,251.0,,0.550405,3,,medium,0.603758,Employed,3.0,100634,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2259,249.0,,0.639751,5,,medium,0.189245,Employed,4.0,104804,32,Male,Married,D00-SS,Sales,Edward J Bayley
2260,280.0,,0.98136,4,,medium,0.324091,Employed,3.0,118806,31,Male,Married,D00-FN,Finance,Aanchal J
2261,156.0,,0.818148,5,,low,0.796573,Employed,2.0,102908,32,Male,Married,D00-SS,Sales,Edward J Bayley
2262,178.0,,0.910805,3,,medium,0.890873,Employed,2.0,108525,23,Male,Unmarried,D00-FN,Finance,Aanchal J
2263,259.0,,1.0,5,,low,0.800337,Left,6.0,114332,36,Male,Married,D00-PD,Product,Darcy Staines
2264,189.0,1.0,0.526802,5,,low,0.872027,Employed,2.0,114984,44,Male,Married,D00-IT,IT,Henry Adey
2265,255.0,,0.917968,7,,low,0.0813697,Left,4.0,118014,33,Male,Married,D00-SP,Support,Amelia Westray
2266,183.0,,0.850204,4,,medium,0.980615,Employed,3.0,110459,53,Female,Married,D00-SS,Sales,Edward J Bayley
2267,137.0,,0.75687,3,,low,0.899503,Employed,2.0,115438,22,Male,Unmarried,D00-SP,Support,Amelia Westray
2268,251.0,,0.784794,6,,medium,0.228153,Employed,5.0,105644,43,Female,Married,D00-FN,Finance,Aanchal J
2269,198.0,,0.567596,3,,low,0.754253,Employed,2.0,106604,28,Male,Unmarried,D00-MT,Marketing,Reuben Swann
2270,188.0,1.0,0.92548,6,,low,0.481409,Employed,5.0,113644,32,Male,Married,D00-SS,Sales,Edward J Bayley
2271,145.0,,0.477489,2,,low,0.427006,Left,3.0,118128,28,Male,Unmarried,D00-SP,Support,Amelia Westray
2272,113.0,,0.557635,6,,high,0.194415,Employed,3.0,104017,54,Female,Married,D00-MN,Management,Ellie Trafton
2273,273.0,,0.790495,4,,low,0.727838,Employed,4.0,117842,47,Female,Married,D00-PD,Product,Darcy Staines
2274,259.0,1.0,0.740337,4,,low,0.497435,Employed,3.0,119452,48,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2275,146.0,,1.0,4,,medium,0.728462,Employed,3.0,103718,52,Male,Married,D00-SS,Sales,Edward J Bayley
2276,251.0,1.0,1.0,5,,low,0.521451,Employed,2.0,104164,33,Male,Married,D00-SS,Sales,Edward J Bayley
2277,157.0,,0.468994,2,,low,0.48271,Left,3.0,110154,26,Male,Unmarried,D00-FN,Finance,Aanchal J
2278,263.0,,0.883814,4,,medium,0.914841,Employed,3.0,116483,29,Female,Married,D00-MN,Management,Ellie Trafton
2279,271.0,,1.0,6,,low,0.142533,Left,4.0,132198,40,Male,Married,D00-SS,Sales,Edward J Bayley
2280,172.0,,0.653011,4,,low,0.4378,Employed,2.0,108407,35,Female,Married,,,
2281,160.0,,0.557679,4,,low,0.683857,Employed,3.0,102578,35,Male,Married,D00-SS,Sales,Edward J Bayley
2282,226.0,,0.409633,6,,low,0.483574,Employed,2.0,110763,52,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2283,227.0,,,3,,high,0.723287,Employed,3.0,103422,22,Male,Unmarried,D00-MN,Management,Ellie Trafton
2284,236.0,,0.903568,5,,medium,0.786719,Left,5.0,103213,37,Male,Married,D00-MT,Marketing,Reuben Swann
2285,142.0,,0.580287,2,,medium,0.456548,Left,3.0,115163,27,Male,Unmarried,,,
2286,132.0,,0.505625,6,,medium,0.382358,Employed,2.0,106800,39,Male,Married,D00-SP,Support,Amelia Westray
2287,186.0,,0.427386,2,,low,0.40874,Employed,2.0,119100,24,Female,Unmarried,D00-PD,Product,Darcy Staines
2288,228.0,,0.945516,3,,low,1.0,Employed,4.0,110038,25,Female,Unmarried,D00-IT,IT,Henry Adey
2289,164.0,,0.48324,3,,high,0.935723,Employed,3.0,105982,23,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2290,225.0,,0.545167,3,,high,0.510236,Employed,2.0,100395,25,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2291,164.0,,0.739776,3,,low,0.989284,Employed,2.0,109368,23,Male,Unmarried,D00-IT,IT,Henry Adey
2292,262.0,,0.726147,4,,low,0.884824,Employed,2.0,117886,27,Female,Married,D00-IT,IT,Henry Adey
2293,143.0,,0.555532,2,,medium,0.321085,Left,3.0,117979,23,Male,Unmarried,D00-FN,Finance,Aanchal J
2294,225.0,,0.744834,6,,low,0.199291,Employed,4.0,103478,46,Male,Married,D00-PD,Product,Darcy Staines
2295,252.0,,1.0,5,,high,0.739383,Employed,3.0,115090,29,Female,Married,D00-SS,Sales,Edward J Bayley
2296,260.0,,0.768524,3,,medium,0.810639,Employed,2.0,111653,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2297,104.0,1.0,0.412271,2,,medium,0.270801,Employed,3.0,101591,29,Male,Unmarried,D00-SP,Support,Amelia Westray
2298,198.0,,0.96346,4,,high,0.570155,Employed,2.0,102296,51,Female,Married,D00-IT,IT,Henry Adey
2299,121.0,,0.823808,5,1.0,high,0.785673,Employed,5.0,111103,39,Male,Married,D00-MN,Management,Ellie Trafton
2300,181.0,,0.903719,4,,medium,0.558754,Employed,3.0,135307,34,Female,Married,D00-IT,IT,Henry Adey
2301,166.0,,,4,,low,0.903401,Employed,2.0,107894,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2302,161.0,,,4,,medium,0.572473,Employed,3.0,115336,33,Female,Married,D00-SS,Sales,Edward J Bayley
2303,166.0,,0.55045,4,,low,0.804505,Employed,3.0,112456,22,Male,Unmarried,,,
2304,262.0,,0.841563,3,,low,0.920358,Employed,2.0,119330,26,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2305,167.0,,0.442697,3,,low,0.39934,Employed,10.0,114460,24,Male,Unmarried,D00-SP,Support,Amelia Westray
2306,273.0,,,4,,low,0.90604,Employed,2.0,112137,46,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
2307,167.0,,0.466937,3,,medium,0.594847,Employed,4.0,101392,23,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2308,271.0,,0.649744,5,,high,0.746781,Employed,2.0,138727,46,Female,Married,D00-IT,IT,Henry Adey
2309,146.0,,0.988838,4,,low,0.892639,Employed,3.0,105888,51,Male,Married,D00-FN,Finance,Aanchal J
2310,105.0,,0.413086,6,,low,0.273086,Employed,5.0,116316,40,Male,Married,D00-SS,Sales,Edward J Bayley
2311,151.0,,0.884805,3,,low,0.608752,Employed,2.0,103807,28,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2312,142.0,,0.55598,3,,low,0.980434,Employed,3.0,101927,27,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2313,245.0,,0.964254,4,,medium,0.894402,Employed,4.0,111322,54,Female,Married,D00-IT,IT,Henry Adey
2314,254.0,1.0,0.994033,5,,low,0.658299,Employed,3.0,114963,49,Male,Married,D00-SS,Sales,Edward J Bayley
2315,183.0,,0.471226,3,,medium,0.400269,Employed,2.0,113532,24,Male,Unmarried,D00-PD,Product,Darcy Staines
2316,117.0,,0.523586,4,1.0,medium,0.320722,Employed,10.0,110022,32,Male,Married,D00-MT,Marketing,Reuben Swann
2317,185.0,,0.627186,5,,low,1.0,Employed,3.0,101848,36,Male,Married,D00-SS,Sales,Edward J Bayley
2318,219.0,,0.924341,3,,low,0.457596,Left,6.0,108972,27,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2319,134.0,,0.463119,2,,medium,0.434843,Left,3.0,110618,23,Male,Unmarried,,,
2320,142.0,,0.869936,5,,medium,0.243086,Employed,4.0,105906,46,Male,Married,D00-SP,Support,Amelia Westray
2321,137.0,,0.58892,3,,low,0.737126,Employed,3.0,114800,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2322,221.0,,0.994083,2,,medium,0.94311,Employed,2.0,112417,27,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2323,220.0,1.0,,2,,medium,0.521632,Employed,2.0,113315,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2324,220.0,,1.0,4,,medium,0.627343,Employed,10.0,105443,48,Male,Married,D00-MT,Marketing,Reuben Swann
2325,118.0,,0.620914,4,,low,0.562614,Employed,5.0,101854,28,Male,Unmarried,D00-SP,Support,Amelia Westray
2326,236.0,,0.58785,4,,low,0.794786,Employed,4.0,119120,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2327,142.0,,0.589188,4,,medium,0.559521,Employed,4.0,119508,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2328,223.0,,0.62445,4,,low,0.963443,Employed,10.0,101675,44,Male,Married,D00-IT,IT,Henry Adey
2329,142.0,,0.533894,2,,medium,0.375285,Left,3.0,104887,23,Male,Unmarried,D00-PD,Product,Darcy Staines
2330,186.0,,0.560172,3,,medium,0.736063,Employed,3.0,109023,22,Male,Unmarried,D00-IT,IT,Henry Adey
2331,216.0,1.0,0.522611,4,,medium,0.490535,Employed,2.0,111466,41,Male,Married,D00-MN,Management,Ellie Trafton
2332,208.0,,0.485443,4,,low,0.901824,Employed,3.0,108199,48,Female,Married,D00-SP,Support,Amelia Westray
2333,158.0,,0.826368,5,,medium,0.535682,Employed,3.0,119279,40,Male,Married,D00-SS,Sales,Edward J Bayley
2334,182.0,1.0,0.755742,4,,medium,0.635671,Employed,2.0,115507,32,Male,Married,D00-AD,Admin,Evelyn Tolson
2335,184.0,,0.507074,4,,high,0.452481,Employed,3.0,106359,43,Female,Married,D00-SP,Support,Amelia Westray
2336,252.0,,0.817101,4,,low,0.825119,Employed,4.0,107595,45,Male,Married,D00-SP,Support,Amelia Westray
2337,270.0,,,4,,low,0.474943,Employed,3.0,119417,41,Male,Married,D00-PD,Product,Darcy Staines
2338,224.0,,0.740259,3,,low,0.734753,Employed,2.0,102530,25,Male,Unmarried,,,
2339,137.0,,0.487978,2,,medium,0.485475,Left,3.0,107607,27,Male,Unmarried,D00-SP,Support,Amelia Westray
2340,194.0,,0.646755,3,,medium,0.85312,Employed,4.0,114354,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2341,142.0,,0.684452,4,,low,0.637087,Employed,2.0,110783,53,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2342,137.0,,,4,,low,0.795631,Employed,3.0,132952,38,Male,Married,D00-IT,IT,Henry Adey
2343,260.0,1.0,0.526768,4,,medium,0.479804,Employed,2.0,106363,36,Male,Married,D00-SP,Support,Amelia Westray
2344,260.0,,0.740635,6,,medium,0.153633,Left,4.0,115542,54,Male,Married,,,
2345,184.0,,0.633252,3,,medium,0.83794,Employed,4.0,117244,26,Male,Unmarried,D00-SP,Support,Amelia Westray
2346,158.0,,0.458575,2,,low,0.486964,Left,3.0,109053,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2347,234.0,,0.975186,5,,medium,0.815317,Left,5.0,113316,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2348,209.0,,,3,,low,0.795961,Employed,2.0,117682,27,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2349,234.0,,0.759356,4,,low,0.559908,Employed,3.0,106392,31,Male,Married,D00-SP,Support,Amelia Westray
2350,260.0,,0.574958,5,,medium,0.823518,Employed,2.0,101572,35,Male,Married,D00-FN,Finance,Aanchal J
2351,190.0,1.0,0.623882,4,,low,0.952818,Employed,10.0,113432,45,Female,Married,D00-MN,Management,Ellie Trafton
2352,209.0,,0.911658,4,,medium,0.754106,Employed,3.0,140433,36,Female,Married,D00-SS,Sales,Edward J Bayley
2353,146.0,,0.558557,2,,low,0.435013,Left,3.0,108827,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2354,305.0,,0.948091,7,,medium,0.0574659,Left,4.0,108767,32,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2355,170.0,,0.713583,3,,low,0.692404,Employed,2.0,111101,23,Male,Unmarried,D00-PD,Product,Darcy Staines
2356,183.0,,0.648326,3,,low,0.710762,Employed,4.0,108506,24,Female,Unmarried,D00-SP,Support,Amelia Westray
2357,167.0,,0.741527,2,,medium,0.551115,Employed,2.0,117608,22,Female,Unmarried,D00-SP,Support,Amelia Westray
2358,97.0,,0.535065,3,,low,0.478771,Employed,4.0,114643,22,Female,Unmarried,D00-SP,Support,Amelia Westray
2359,160.0,,0.580092,2,,low,0.37596,Left,3.0,142435,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2360,212.0,,0.753805,6,,low,0.16177,Employed,2.0,106709,46,Male,Married,D00-SS,Sales,Edward J Bayley
2361,268.0,,0.511139,5,,medium,0.645197,Employed,2.0,103439,52,Female,Married,D00-SP,Support,Amelia Westray
2362,135.0,,0.504764,2,,low,0.500691,Left,3.0,116533,23,Male,Unmarried,D00-SP,Support,Amelia Westray
2363,233.0,,0.550428,3,,low,0.594422,Employed,2.0,104698,25,Female,Unmarried,D00-SP,Support,Amelia Westray
2364,111.0,,0.833206,4,,medium,0.968253,Employed,4.0,108169,43,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2365,238.0,,,4,,low,0.615124,Left,3.0,115312,36,Male,Married,,,
2366,224.0,,0.956485,5,,low,0.937564,Left,5.0,101826,45,Male,Married,D00-SS,Sales,Edward J Bayley
2367,220.0,1.0,0.691995,3,,low,0.969011,Employed,2.0,109877,22,Female,Unmarried,D00-PD,Product,Darcy Staines
2368,216.0,,0.569889,4,,low,0.986159,Employed,3.0,101388,44,Male,Married,D00-MN,Management,Ellie Trafton
2369,225.0,,0.70489,3,,low,0.678004,Employed,3.0,114046,24,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2370,192.0,,0.348324,2,,low,0.512648,Employed,3.0,101723,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2371,203.0,,0.56331,5,,low,0.737063,Employed,3.0,100728,37,Female,Married,D00-IT,IT,Henry Adey
2372,264.0,,0.829659,5,,medium,0.938106,Left,5.0,110474,33,Male,Married,D00-IT,IT,Henry Adey
2373,249.0,,0.8067,5,,low,0.810758,Employed,3.0,104398,51,Male,Married,D00-SP,Support,Amelia Westray
2374,199.0,,0.973553,4,,medium,0.704475,Employed,4.0,107573,50,Male,Married,D00-FN,Finance,Aanchal J
2375,170.0,,0.528775,5,,high,0.605281,Employed,4.0,114083,28,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
2376,259.0,,0.627583,5,,low,0.762133,Employed,3.0,106011,30,Male,Married,D00-SS,Sales,Edward J Bayley
2377,220.0,,,3,,medium,0.931496,Employed,3.0,145549,25,Female,Unmarried,D00-MN,Management,Ellie Trafton
2378,280.0,1.0,0.832637,5,,high,0.102249,Employed,3.0,111745,29,Female,Married,D00-IT,IT,Henry Adey
2379,173.0,,,4,,medium,0.635601,Employed,3.0,106789,35,Male,Married,D00-SP,Support,Amelia Westray
2380,243.0,1.0,0.576189,4,,low,0.875232,Employed,2.0,113010,52,Male,Married,D00-FN,Finance,Aanchal J
2381,274.0,,0.743448,4,,medium,0.735647,Employed,3.0,110421,40,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
2382,163.0,1.0,0.722189,3,,medium,0.74216,Employed,3.0,104797,27,Male,Unmarried,D00-MT,Marketing,Reuben Swann
2383,202.0,,0.561433,5,,high,0.890498,Employed,3.0,103284,40,Male,Married,D00-SP,Support,Amelia Westray
2384,144.0,,0.667755,4,,low,0.710898,Employed,3.0,107247,31,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2385,161.0,,0.644727,5,,medium,0.701919,Employed,3.0,117786,46,Male,Married,D00-SP,Support,Amelia Westray
2386,250.0,,0.562763,4,,low,0.683896,Employed,2.0,119543,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2387,120.0,,,2,,medium,,Employed,,101232,25,Female,Unmarried,D00-TP,Temp,Micheal Zachrey
2388,253.0,1.0,0.927667,7,,low,0.108562,Left,4.0,119097,38,Male,Married,D00-SP,Support,Amelia Westray
2389,228.0,,0.651855,4,,low,0.492897,Employed,3.0,103261,26,Male,Unmarried,D00-SP,Support,Amelia Westray
2390,137.0,,0.455544,5,,medium,0.952488,Employed,3.0,109338,34,Male,Married,,,
2391,221.0,,,3,,high,0.716659,Employed,3.0,107724,28,Male,Unmarried,D00-PD,Product,Darcy Staines
2392,146.0,,0.729614,3,,medium,0.581928,Employed,3.0,115818,29,Male,Unmarried,D00-PD,Product,Darcy Staines
2393,289.0,,1.0,6,,medium,0.125243,Left,5.0,111883,39,Male,Married,D00-SP,Support,Amelia Westray
2394,291.0,,0.885668,6,,low,0.157136,Left,4.0,108147,53,Male,Married,D00-PD,Product,Darcy Staines
2395,215.0,1.0,0.474239,2,,low,0.77022,Employed,2.0,108088,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2396,255.0,,0.732852,5,,medium,0.510772,Employed,3.0,109058,52,Male,Married,D00-SS,Sales,Edward J Bayley
2397,245.0,,0.850785,6,,medium,0.225084,Employed,5.0,101809,45,Female,Married,D00-SS,Sales,Edward J Bayley
2398,160.0,,0.804879,3,,medium,0.852932,Employed,3.0,108189,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
2399,133.0,,0.870427,3,,medium,0.781342,Employed,2.0,103573,25,Female,Unmarried,,,
2400,209.0,1.0,0.583212,5,,medium,0.117277,Employed,4.0,109552,31,Male,Married,D00-SP,Support,Amelia Westray
2401,256.0,,0.53133,3,,medium,0.87317,Employed,3.0,106945,26,Male,Unmarried,D00-SP,Support,Amelia Westray
2402,102.0,,0.479355,2,,medium,0.406014,Employed,8.0,102825,22,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2403,183.0,,0.780931,3,,low,0.529792,Employed,3.0,102407,25,Male,Unmarried,,,
2404,227.0,,0.496982,3,,medium,0.433886,Employed,3.0,118976,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2405,272.0,,0.736516,3,,high,0.574822,Employed,8.0,108695,25,Male,Unmarried,D00-MN,Management,Ellie Trafton
2406,267.0,,0.499721,5,,medium,0.568023,Employed,3.0,108519,35,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2407,232.0,,0.703559,3,,low,0.257883,Employed,3.0,117041,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2408,233.0,,0.49968,5,,medium,0.825578,Employed,2.0,103376,43,Male,Married,D00-SP,Support,Amelia Westray
2409,158.0,,0.534455,2,,low,0.459606,Left,3.0,105771,27,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2410,206.0,,0.631199,3,,medium,1.0,Employed,3.0,111150,26,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2411,203.0,,0.818515,5,,medium,0.199286,Employed,5.0,108503,37,Male,Married,D00-SS,Sales,Edward J Bayley
2412,245.0,,0.876316,4,,low,0.751132,Left,6.0,103960,37,Male,Married,D00-SS,Sales,Edward J Bayley
2413,151.0,,,4,,low,0.774994,Employed,2.0,116778,43,Female,Married,D00-IT,IT,Henry Adey
2414,137.0,,,3,,low,0.915603,Employed,3.0,117160,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2415,207.0,,0.817169,3,,low,0.949748,Employed,2.0,116163,27,Male,Unmarried,D00-SP,Support,Amelia Westray
2416,173.0,,0.723365,5,,low,0.534218,Employed,2.0,102116,46,Male,Married,,,
2417,136.0,,0.746893,4,,medium,0.980936,Employed,2.0,111656,45,Male,Married,D00-SS,Sales,Edward J Bayley
2418,129.0,,0.479052,2,,high,0.541476,Employed,2.0,107344,23,Male,Unmarried,D00-PR,Procurement,Louie Viles
2419,200.0,,0.710976,3,,low,1.0,Employed,2.0,100113,25,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
2420,97.0,,0.644726,4,,low,0.292609,Employed,2.0,118950,28,Male,Unmarried,D00-SP,Support,Amelia Westray
2421,270.0,,0.844786,3,,high,0.642984,Employed,3.0,106233,26,Male,Unmarried,D00-SP,Support,Amelia Westray
2422,151.0,,0.609294,4,,high,0.930347,Employed,5.0,109945,50,Female,Married,D00-SS,Sales,Edward J Bayley
2423,156.0,,0.789348,3,,medium,0.491475,Employed,7.0,109846,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2424,260.0,,0.880019,4,,low,0.92297,Employed,3.0,109837,27,Female,Married,D00-SS,Sales,Edward J Bayley
2425,166.0,,0.589107,3,,medium,0.946223,Employed,4.0,109081,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
2426,204.0,,0.694059,4,,low,0.991065,Employed,2.0,112679,52,Female,Married,D00-SS,Sales,Edward J Bayley
2427,264.0,,,2,,low,0.69924,Employed,3.0,100537,24,Male,Unmarried,D00-SP,Support,Amelia Westray
2428,144.0,,0.919615,4,,medium,0.541017,Employed,8.0,106969,54,Female,Married,D00-MN,Management,Ellie Trafton
2429,267.0,,,3,,low,0.773157,Employed,3.0,103911,25,Male,Unmarried,D00-PD,Product,Darcy Staines
2430,135.0,,,3,,low,0.890162,Employed,3.0,110628,22,Female,Unmarried,D00-AD,Admin,Evelyn Tolson
2431,283.0,,0.437649,6,,low,0.934438,Employed,2.0,118800,35,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2432,224.0,,,3,,low,0.864512,Employed,2.0,134805,25,Male,Unmarried,,,
2433,211.0,,0.831672,4,,low,0.357122,Employed,2.0,100846,35,Male,Married,D00-PD,Product,Darcy Staines
2434,218.0,,0.643534,4,,high,0.998499,Employed,3.0,141718,33,Male,Married,D00-SS,Sales,Edward J Bayley
2435,257.0,,0.753715,5,,medium,1.0,Employed,4.0,100317,50,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
2436,257.0,,0.892977,5,,low,0.776322,Left,5.0,107979,47,Male,Married,D00-IT,IT,Henry Adey
2437,243.0,,0.862997,5,,medium,0.685061,Employed,3.0,143564,46,Male,Married,D00-SP,Support,Amelia Westray
2438,219.0,,0.80326,4,,high,0.588242,Employed,2.0,111709,31,Male,Married,,,
2439,192.0,,0.848069,4,,low,0.16555,Employed,4.0,117642,29,Female,Married,D00-SS,Sales,Edward J Bayley
2440,158.0,,0.633088,3,,medium,0.632825,Employed,3.0,102589,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
